=> 2-grams:
un tiro de pistola: 2 
tiro de pistola en: 2 
de pistola en el: 2 
sin lastimar ningún centro: 2 
Lo único que quedó: 2 
único que quedó de: 2 
la madrugada en que: 2 
que se fue con: 2 
el sable con borlas: 2 
de su mandato Arcadio: 2 
después de las seis: 2 
de las seis de: 2 
que nadie pusiera en: 2 
nadie pusiera en duda: 2 
en la plaza pública: 2 
al fin de cuentas: 2 
provocó las risas de: 2 
los tobillos en un: 2 
en cierta ocasión .: 2 
tuviera tiempo de reaccionar: 2 
Antes de abandonar el: 2 
en punto de cruz: 2 
sin embargo que su: 2 
Arcadio y Rebeca se: 2 
el orégano y las: 2 
noticias de la guerra: 2 
de la guerra hasta: 2 
la guerra hasta que: 2 
guerra hasta que los: 2 
las tarjetas postales que: 2 
de Arcadio y la: 2 
y no estaba dispuesta: 2 
no estaba dispuesta a: 2 
luto por la muerte: 2 
de la guerra la: 2 
Ante la inminencia de: 2 
de la boda el: 2 
no revelaba la menor: 2 
de sus manos de: 2 
fue todo cuanto dijo: 2 
en el regazo de: 2 
por la casa con: 2 
y en medio de: 2 
de Pietro Crespi al: 2 
Pietro Crespi al atardecer: 2 
pero tuvo fuerzas para: 2 
tuvo fuerzas para no: 2 
de ella la tarde: 2 
ella la tarde en: 2 
tarde en que Amaranta: 2 
entró en la cocina: 2 
una cura de burro: 2 
cura de burro para: 2 
con claras de huevo: 2 
y que había de: 2 
como a un hijo: 2 
como lo hubiera hecho: 2 
Al contrario de lo: 2 
de lo que todos: 2 
lo que todos esperaban: 2 
Aureliano. A pesar de: 2 
el esplendor de su: 2 
esplendor de su risa: 2 
Poco antes de la: 2 
antes de la guerra: 2 
de la guerra un: 2 
hacer la siesta y: 2 
Arcadio la agarró por: 2 
la agarró por la: 2 
por la cintura con: 2 
que el mundo se: 2 
en las tinieblas del: 2 
que no era el: 2 
a punto de naufragar: 2 
punto de naufragar en: 2 
había visto muchas veces: 2 
la siesta con el: 2 
de sus padres a: 2 
Gabriel García Márquez Los: 2 
de par en par: 2 
huesos de sus padres: 2 
junto a la ventana: 2 
la zozobra de la: 2 
un sartal de conejos: 2 
la casa pero se: 2 
por la fuerza de: 2 
que las tierras usurpadas: 2 
José Arcadio Buendía en: 2 
Arcadio Buendía en los: 2 
Buendía en los tiempos: 2 
de la fundación y: 2 
para que José Arcadio: 2 
con la condición de: 2 
después cuando el coronel: 2 
no sólo con el: 2 
con el dinero de: 2 
el dinero de las: 2 
de enterrar a los: 2 
enterrar a los muertos: 2 
a los muertos en: 2 
Más tarde cuando se: 2 
cuando se enteró de: 2 
lo vio en la: 2 
vio en la casa: 2 
de la Piedad con: 2 
en cualquier lugar en: 2 
no había sido más: 2 
salón de clases y: 2 
por el coronel Aureliano: 2 
coronel Aureliano Buendía. Pero: 2 
de que en aquel: 2 
la plaza hasta la: 2 
hasta la muerte. No: 2 
No tuvo que esperar: 2 
la calma tensa de: 2 
ponerse al frente de: 2 
al frente de la: 2 
de los fusiles y: 2 
se echaron a la: 2 
la fachada de la: 2 
uno solo de los: 2 
con un pescadito de: 2 
Al amanecer después de: 2 
amanecer después de un: 2 
un consejo de guerra: 2 
el muro del cementerio.: 2 
horas de su vida: 2 
de la Piedad a: 2 
ajuste de cuentas con: 2 
y se puso a: 2 
una taza de café: 2 
que era mucho más: 2 
de espaldas al muro: 2 
adiós con la mano.: 2 
de Santa Bofia de: 2 
le había llamado la: 2 
había llamado la atención: 2 
El capitán dio la: 2 
capitán dio la orden: 2 
dio la orden de: 2 
gritó . ¡Viva el: 2 
. ¡Viva el partido: 2 
semanas antes de que: 2 
en el momento de: 2 
coronel Gerineldo Márquez. La: 2 
Aureliano Buendía había sido: 2 
había sido condenado a: 2 
Amaranta estaba vistiendo a: 2 
antes de que Úrsula: 2 
la mano con la: 2 
mano con la venda: 2 
a Úrsula para que: 2 
visitó en la cárcel: 2 
Soy la madre del: 2 
la madre del coronel: 2 
madre del coronel Aureliano: 2 
que llevaba en el: 2 
el dulce de leche: 2 
desde el día en: 2 
el cuarto del cepo: 2 
con los brazos abiertos: 2 
las axilas empedradas de: 2 
axilas empedradas de golondrinos.: 2 
que cuando se fue: 2 
y más solitario que: 2 
más solitario que nunca.: 2 
suicidio de Pietro Crespi: 2 
Buendía bajo el castaño.: 2 
a la crianza de: 2 
impresión de que ya: 2 
tiempo pasa. Así es: 2 
sacó de debajo de: 2 
de debajo de la: 2 
debajo de la estera: 2 
de la estera del: 2 
coronel Aureliano Buendía permaneció: 2 
el principio de la: 2 
principio de la adolescencia: 2 
pensó que la muerte: 2 
que la sentencia se: 2 
Buendía le dijo .: 2 
le dijo . Es: 2 
dijo . Es una: 2 
lo habían abandonado los: 2 
Úrsula lo visitó en: 2 
atormentado por el dolor: 2 
por el dolor de: 2 
el dolor de los: 2 
en aquel momento estaba: 2 
a la misma hora: 2 
no se atrevían a: 2 
en todo el ámbito: 2 
a las autoridades de: 2 
el capitán Roque Carnicero: 2 
que se va a: 2 
Aureliano Buendía y todos: 2 
en el fin del: 2 
El capitán Roque Carnicero: 2 
capitán Roque Carnicero lo: 2 
cinco de la mañana: 2 
se levantaba a las: 2 
por la ventana entreabierta: 2 
en que estaba sentada: 2 
se asomó a la: 2 
y lo obligó a: 2 
con pantalones cortos y: 2 
con los brazos en: 2 
la calle con su: 2 
con el coronel Aureliano: 2 
para fundar a Macondo: 2 
a pleno día y: 2 
la leyenda de la: 2 
lo señalaron como un: 2 
la amenaza de fusilar: 2 
amenaza de fusilar al: 2 
de fusilar al coronel: 2 
fusilar al coronel Gerineldo: 2 
hasta el término de: 2 
del coronel Gerineldo Márquez.: 2 
casa estaba llena de: 2 
y un par de: 2 
puso José Arcadio Segundo: 2 
Arcadio Segundo y Aureliano: 2 
Segundo y Aureliano Segundo.: 2 
año después de la: 2 
más temprano que de: 2 
dio cuenta de nada.: 2 
tal vez el único: 2 
debajo de la puerta: 2 
a la derecha y: 2 
de las begonias y: 2 
y se metió por: 2 
y apareció en la: 2 
donde no había estado: 2 
el olor a pólvora: 2 
olor a pólvora del: 2 
lo metieron en un: 2 
le echó la bendición: 2 
en los meses siguientes: 2 
muchos años después cuando: 2 
las puertas de su: 2 
puertas de su casa: 2 
unos zapatos color de: 2 
zapatos color de plata: 2 
color de plata antigua: 2 
y un sombrero de: 2 
en que pasó por: 2 
de las ventanas para: 2 
En un tiempo se: 2 
un tiempo se supo: 2 
tiempo se supo que: 2 
en su lecho de: 2 
boca arriba en la: 2 
lo que quiso decir: 2 
las barajas. «Cuídate la: 2 
café sin azúcar y: 2 
llegó de mano en: 2 
de mano en mano: 2 
coronel Aureliano Buendía. No: 2 
estaba fuera de peligro.: 2 
en la cama una: 2 
el coronel Genireldo Márquez: 2 
ahora me doy cuenta: 2 
me doy cuenta que: 2 
los dirigentes del partido: 2 
de que era un: 2 
el círculo vicioso de: 2 
y militar de Macondo: 2 
a establecer contacto con: 2 
en casa de sus: 2 
dos o tres veces: 2 
las armas de fuego: 2 
En cierta ocasión le: 2 
con las iniciales de: 2 
Al cabo de una: 2 
esa época que el: 2 
que ella misma se: 2 
volvió a la casa: 2 
ánimo de su corazón: 2 
de casarse con Amaranta.: 2 
la casa el coronel: 2 
de los niños para: 2 
en su corazón las: 2 
que llegó a ser: 2 
las tardes de damas: 2 
tardes de damas chinas: 2 
de damas chinas y: 2 
que te vas a: 2 
coronel Gerineldo Márquez era: 2 
y a pesar de: 2 
ocho meses después de: 2 
después de haberse ido: 2 
se va a morir.: 2 
desarrollado la facultad de: 2 
Arcadio Buendía no estaba: 2 
le daba de comer: 2 
en la pared del: 2 
de cuarto en cuarto: 2 
el cuarto de la: 2 
después de que lo: 2 
de que lo llevaron: 2 
lo llevaron a la: 2 
de la peste del: 2 
del insomnio y de: 2 
nunca se volvió a: 2 
las medidas para el: 2 
medidas para el ataúd: 2 
Sentada en el mecedor: 2 
el pecho con la: 2 
tenía la costumbre de: 2 
no tenía un instante: 2 
tenía un instante de: 2 
de sosiego mientras no: 2 
deslizarse en el mosquitero: 2 
a punto de ser: 2 
Úrsula una tarde en: 2 
tarde en que entró: 2 
y regresó a la: 2 
de que ya no: 2 
tienda de Catarino. Se: 2 
con el coronel Gerineldo: 2 
Fue una operación tan: 2 
saltó de la cama: 2 
de la cama y: 2 
salió a la puerta: 2 
alcanzó a percibir el: 2 
se había ido con: 2 
Aureliano Buendía en la: 2 
el curso de ese: 2 
de sus camas y: 2 
veinte kilómetros de Macondo: 2 
Aureliano Buendía para que: 2 
a saberse de él.: 2 
Desde entonces aun en: 2 
entonces aun en los: 2 
de la guerra los: 2 
que el general Moneada: 2 
coronel Aureliano Buendía. Se: 2 
pensar en la posibilidad: 2 
de los militares y: 2 
mientras el coronel Aureliano: 2 
agentes de la policía: 2 
creó un ambiente de: 2 
salón al aire libre: 2 
esa época que se: 2 
de rodillas en el: 2 
Úrsula se resistía a: 2 
esta casa de locos.»: 2 
la venda negra en: 2 
venda negra en la: 2 
negra en la mano: 2 
dos meses después del: 2 
meses después del regreso: 2 
no pudo reprimir el: 2 
cuenta de que él: 2 
de que ella no: 2 
a toda hora y: 2 
toda hora y en: 2 
en el muladar de: 2 
el muladar de la: 2 
los hijos con cola: 2 
cola de puerco. Aureliano: 2 
en una máquina de: 2 
máquina de manivela que: 2 
volvió al cuarto de: 2 
Aureliano Buendía y lo: 2 
coronel por los tiempos: 2 
por los tiempos en: 2 
tiempos en que lo: 2 
en que lo llevaron: 2 
lo llevaron a conocer: 2 
llevaron a conocer el: 2 
rodar las sillas con: 2 
las sillas con sólo: 2 
bautizaron con el nombre: 2 
de Aureliano y con: 2 
Aureliano y con el: 2 
y con el apellido: 2 
con el apellido de: 2 
el apellido de su: 2 
en que se lo: 2 
todos con un aire: 2 
con un aire de: 2 
piezas de la vajilla: 2 
con los mismos ojos: 2 
de su madre a: 2 
un par de medias: 2 
la casa y de: 2 
y de la cual: 2 
más pronto de lo: 2 
pronto de lo que: 2 
El capitán Aquiles Ricardo: 2 
por no volver a: 2 
que era hijo de: 2 
habían sido víctimas de: 2 
su irrevocable destino de: 2 
En la casa donde: 2 
los catorce años cuando: 2 
que era en realidad: 2 
¡Viva el coronel Aureliano: 2 
el coronel Aureliano Buendía!: 2 
y habían descargado sus: 2 
habían descargado sus revólveres: 2 
descargado sus revólveres contra: 2 
el general José Raquel: 2 
general José Raquel Moneada: 2 
desde hacía más de: 2 
hacía más de un: 2 
El general Moneada se: 2 
de la tarde mientras: 2 
la guerra y le: 2 
que lo vio entrar: 2 
de que no había: 2 
en la fosa común: 2 
se empeñó en la: 2 
títulos de propiedad de: 2 
de propiedad de la: 2 
propiedad de la tierra: 2 
al corriente de su: 2 
que en un tiempo: 2 
la muerte de José: 2 
estaba a salvo de: 2 
en su mecedor de: 2 
le dijo al coronel: 2 
sólo lo hizo sino: 2 
lo hizo sino que: 2 
a pesar de las: 2 
asombró de cuánto había: 2 
de cuánto había envejecido: 2 
los lentes la medalla: 2 
lentes la medalla el: 2 
la medalla el reloj: 2 
medalla el reloj y: 2 
el reloj y el: 2 
reloj y el anillo: 2 
coronel Gerineldo Márquez fue: 2 
fue el primero que: 2 
dos veces por semana: 2 
el curso de una: 2 
al otro extremo de: 2 
más allá del término: 2 
y a medida que: 2 
por la edad y: 2 
la edad y el: 2 
Remedios la bella era: 2 
de la máquina de: 2 
que sin embargo se: 2 
la sala para entrar: 2 
más bella que se: 2 
bella que se había: 2 
en su corazón el: 2 
agobiada por el peso: 2 
García Márquez El coronel: 2 
en los almendros y: 2 
se desconcertó con la: 2 
Úrsula se sorprendió de: 2 
se sorprendió de cuánto: 2 
la revisión de los: 2 
había vuelto a leer: 2 
sabía entonces que su: 2 
en las artes de: 2 
del círculo de tiza: 2 
círculo de tiza que: 2 
y en el cual: 2 
vez que estuvo en: 2 
pasar de la puerta.: 2 
coronel Gerineldo Márquez .: 2 
con el propósito de: 2 
por la forma en: 2 
fracción de segundo a: 2 
se le convirtió en: 2 
antes de que él: 2 
en la soledad de: 2 
la convicción de que: 2 
ya no podía soportar: 2 
no podía soportar en: 2 
y que sin embargo: 2 
de la guerra él: 2 
mayor parte del día: 2 
un conjunto de acordeones: 2 
la manta de lana: 2 
término renunciar a la: 2 
el apoyo de los: 2 
renunciar a la lucha: 2 
coronel Aureliano Buendía cuando: 2 
ensanchar la base popular: 2 
la base popular de: 2 
base popular de la: 2 
de la guerra como: 2 
pero el coronel Aureliano: 2 
y se dispuso a: 2 
en el aire la: 2 
a disposición de los: 2 
de abandonar el cuarto: 2 
a conocer el hielo: 2 
se le iba el: 2 
le iba el tiempo: 2 
los privilegios de la: 2 
una hora antes de: 2 
hora antes de la: 2 
Gerineldo Márquez no pudo: 2 
Márquez no pudo reprimir: 2 
de lo que uno: 2 
lo que uno cree.»: 2 
a los riesgos de: 2 
muchas veces en la: 2 
en la casa pero: 2 
fabricando pescaditos de oro: 2 
pescaditos de oro con: 2 
fue la primera en: 2 
el baúl de los: 2 
con la venda negra: 2 
vez en que la: 2 
al taller de platería: 2 
taller de platería que: 2 
estaban puestas en el: 2 
sentó en el corredor: 2 
Segundo desmigajó el pan: 2 
desmigajó el pan con: 2 
el pan con la: 2 
pan con la mano: 2 
y tomó la sopa: 2 
tomó la sopa con: 2 
la sopa con la: 2 
tuvieron conciencia de ser: 2 
que ni siquiera se: 2 
la única que se: 2 
se dio cuenta sin: 2 
que había dejado en: 2 
más de medio siglo: 2 
de medio siglo de: 2 
en él ni siquiera: 2 
y no pudo encontrarlo.: 2 
y en más de: 2 
en todo el litoral: 2 
la oscuridad y se: 2 
el tiempo y la: 2 
En los días siguientes: 2 
los días siguientes se: 2 
el patio con el: 2 
de la Piedad la: 2 
en el pecho con: 2 
antes de las cinco: 2 
después de tantos años: 2 
en una trampa de: 2 
trampa de la nostalgia: 2 
A las siete de: 2 
de un grupo de: 2 
va a pensar el: 2 
resto de su vida.: 2 
en torno a la: 2 
torno a la cual: 2 
había llegado al término: 2 
de la gloria y: 2 
de la gloria. De: 2 
apenas el tiempo indispensable: 2 
el tiempo indispensable para: 2 
a la mesa en: 2 
de la pluma en: 2 
la pluma en el: 2 
pluma en el papel: 2 
setenta y dos ladrillos: 2 
y dos ladrillos de: 2 
de oro. Nadie recordaba: 2 
coronel Aureliano Buendía hizo: 2 
de su puño y: 2 
un vaso de limonada: 2 
vaso de limonada y: 2 
y un pedazo de: 2 
en el borde del: 2 
el borde del catre: 2 
de la tarde se: 2 
a través de las: 2 
través de las lágrimas: 2 
luminosos discos anaranjados que: 2 
pensó que era una: 2 
en las rodillas de: 2 
las rodillas de su: 2 
rodillas de su esposo: 2 
en la manta acartonada: 2 
la manta acartonada de: 2 
descartó la posibilidad de: 2 
la idea de una: 2 
para el presidente de: 2 
volver a pensar en: 2 
pensar en la guerra.: 2 
abrió puertas y ventanas: 2 
Aureliano Segundo había de: 2 
con quien se había: 2 
quien se había casado: 2 
un vago sentimiento de: 2 
José Arcadio Segundo por: 2 
de Aureliano Segundo y: 2 
Aureliano Segundo y que: 2 
en algún momento de: 2 
azúcar. Santa Sofía de: 2 
se lo contó a: 2 
lo contó a Úrsula.: 2 
se quedó con el: 2 
quedó con el nombre: 2 
Aureliano Segundo se volvió: 2 
en cambio se estremeció: 2 
le preguntó a Úrsula: 2 
Nadie había vuelto a: 2 
todos los días y: 2 
poco a poco y: 2 
Aureliano Segundo se dio: 2 
a la tarea de: 2 
ropa puesta a secar: 2 
puesta a secar en: 2 
a secar en un: 2 
la reverberación de la: 2 
reverberación de la ventana: 2 
el sombrero de alas: 2 
Aureliano y José Arcadio: 2 
pero se negó a: 2 
la sonrisa triste y: 2 
un cajón lleno de: 2 
en la torre y: 2 
como si fuera una: 2 
se le ocurrió a: 2 
estaba sentado en el: 2 
José Arcadio Segundo llegó: 2 
le hizo la pregunta: 2 
hizo la pregunta a: 2 
primera vez que lo: 2 
vez que lo vio: 2 
fue el coronel Aureliano: 2 
Aureliano Buendía en su: 2 
Aureliano Segundo no se: 2 
no se sorprendió porque: 2 
en la casa a: 2 
de Francisco el Hombre.: 2 
Aureliano Segundo llegó a: 2 
después de que se: 2 
se casó y tuvo: 2 
casó y tuvo hijos: 2 
fue uno de los: 2 
uno de los hombres: 2 
empapado en sudor y: 2 
que la mujer lo: 2 
no volvió a ver: 2 
Había llegado a Macondo: 2 
llegado a Macondo en: 2 
que le daban a: 2 
le daban a su: 2 
daban a su rostro: 2 
José Arcadio Segundo era: 2 
en las fiestas ruidosas: 2 
los gallos de pelea: 2 
Segundo se hizo cargo: 2 
de un Papa. En: 2 
Pero Aureliano Segundo no: 2 
Aureliano Segundo apenas si: 2 
apenas si tenía tiempo: 2 
si tenía tiempo de: 2 
en su larga vida: 2 
de vez en cuando: 2 
entrar a la casa: 2 
en una noche de: 2 
a la fabricación de: 2 
la fabricación de pescaditos: 2 
de pescaditos de oro.: 2 
poco a poco en: 2 
al cabo de tres: 2 
los números de la: 2 
números de la rifa.: 2 
Al principio Aureliano Segundo: 2 
por el tráfago de: 2 
el tráfago de los: 2 
abrió la puerta y: 2 
vacas que la vida: 2 
día en que Aureliano: 2 
en que Aureliano Segundo: 2 
a voz en cuello: 2 
desde los tiempos en: 2 
dejado en la casa: 2 
la casa en los: 2 
En los últimos tiempos: 2 
en tres sacos de: 2 
solía intervenir en las: 2 
intervenir en las conversaciones: 2 
pasaban por la casa: 2 
José de yeso para: 2 
de yeso para que: 2 
yeso para que lo: 2 
para que lo guardaran: 2 
que lo guardaran mientras: 2 
lo guardaran mientras pasaba: 2 
guardaran mientras pasaba la: 2 
se empeñó en despejar: 2 
establecer un servicio de: 2 
Úrsula . Es como: 2 
. Es como si: 2 
Es como si el: 2 
como si el tiempo: 2 
y sólo por una: 2 
sólo por una vez: 2 
a Macondo en el: 2 
Remedios la bella de: 2 
vio en la iglesia: 2 
vestido de pana verde: 2 
puso en duda que: 2 
vez que se le: 2 
la bella y le: 2 
como si hubiera estado: 2 
la bella y a: 2 
Aureliano Segundo fue el: 2 
ni siquiera cuando se: 2 
sin la menor malicia: 2 
la bella no era: 2 
de la Piedad tuvo: 2 
de veinte años de: 2 
pero al mismo tiempo: 2 
Fue por eso que: 2 
le pasó por la: 2 
de disfrazarse de tigre: 2 
La noticia de que: 2 
de que Remedios Buendía: 2 
límites de la ciénaga: 2 
contacto con la realidad: 2 
con el resto del: 2 
en el acto de: 2 
que no quería saber: 2 
no quería saber nada: 2 
quería saber nada de: 2 
las monedas de oro: 2 
más a medida que: 2 
cuando un grupo de: 2 
coronel Gerineldo Márquez lo: 2 
al abismo de una: 2 
después de un sueño: 2 
y a las cuatro: 2 
pasaba por el corredor: 2 
en el paroxismo de: 2 
el paroxismo de la: 2 
paroxismo de la fiesta: 2 
la música y el: 2 
por el pánico. Muchos: 2 
el pánico. Muchos años: 2 
pánico. Muchos años después: 2 
que la guardia real: 2 
la versión de que: 2 
a la casa a: 2 
y la capa de: 2 
se compadeció de su: 2 
después de la masacre: 2 
Aureliano Segundo fue a: 2 
a buscarla a la: 2 
a los dos meses: 2 
a Petra Cotes le: 2 
Cuando Fernanda lo supo: 2 
la concubina. Petra Cotes: 2 
del cuarto de Melquíades: 2 
cuarto de Melquíades con: 2 
y le había infundido: 2 
la parranda y el: 2 
no volvió a visitarla.: 2 
la música y los: 2 
los cohetes de la: 2 
Segundo volvió a su: 2 
volvió a su casa: 2 
siete de la noche: 2 
de que las cosas: 2 
botines de charol que: 2 
el fondo de un: 2 
Había nacido y crecido: 2 
estaba en el mundo: 2 
la calentura de las: 2 
Lo que más le: 2 
tomar una taza de: 2 
el día de la: 2 
pesar de que su: 2 
de que su padre: 2 
el escudo de armas: 2 
escudo de armas de: 2 
de armas de la: 2 
que recorrer dos cuadras: 2 
los candelabros y el: 2 
candelabros y el servicio: 2 
y el servicio de: 2 
don Fernando vestido de: 2 
Fernando vestido de negro: 2 
en el portón y: 2 
una medalla de oro: 2 
fue a buscarla al: 2 
encima todo el peso: 2 
el peso de una: 2 
De regreso a casa: 2 
en el aturdimiento de: 2 
el aturdimiento de la: 2 
con que José Arcadio: 2 
que se había dado: 2 
se había dado sobre: 2 
había dado sobre la: 2 
dado sobre la tierra: 2 
servicio de plata y: 2 
de plata y la: 2 
plata y la bacinilla: 2 
desde el momento en: 2 
a encerrarse en el: 2 
de ser el primer: 2 
casi al mismo tiempo: 2 
abrió la puerta de: 2 
lo hubiera hecho una: 2 
y Aureliano Segundo vio: 2 
Fernanda se había puesto: 2 
la ciudad de los: 2 
la única promesa que: 2 
única promesa que le: 2 
logró convencerla de que: 2 
A pesar de la: 2 
a la voluntad de: 2 
comer en la cocina: 2 
llamó tanto la atención: 2 
de que los Buendía: 2 
el amanecer hasta la: 2 
pretexto de que el: 2 
a darse cuenta de: 2 
. A este paso: 2 
A este paso terminaremos: 2 
a toda forma de: 2 
costumbre de sentarse en: 2 
de sentarse en la: 2 
sentarse en la puerta: 2 
por los años y: 2 
los años y la: 2 
cimientos de la casa.: 2 
había renunciado a toda: 2 
a la tentación de: 2 
Gabriel García Márquez por: 2 
doña Fernanda del Carpió: 2 
Fernanda del Carpió de: 2 
del Carpió de Buendía.: 2 
de los niños y: 2 
por el gobierno para: 2 
un nuevo aniversario del: 2 
nuevo aniversario del tratado: 2 
aniversario del tratado de: 2 
como en otro tiempo: 2 
de sus pescaditos de: 2 
los miembros de la: 2 
de que también aquella: 2 
a la casa cuando: 2 
primera vez desde la: 2 
la libreta de cuentas: 2 
libreta de cuentas donde: 2 
se estremeció con un: 2 
y antes de que: 2 
del padre Antonio Isabel: 2 
le daba lo mismo: 2 
en la frente la: 2 
la frente la cruz: 2 
frente la cruz de: 2 
y por último con: 2 
con su cruz de: 2 
su cruz de ceniza: 2 
J osé Arcadio Buendía: 2 
después de su llegada: 2 
a su madre y: 2 
le dijo que era: 2 
que en sus últimos: 2 
en sus últimos años: 2 
antes de que terminaran: 2 
que allí no había: 2 
por lo menos en: 2 
centro de la sala: 2 
apenas se dio cuenta: 2 
en la frente y: 2 
el amor de Dios: 2 
exclamó en voz baja: 2 
noche durante la cena: 2 
de que estaba viva: 2 
Rebeca. Cada vez que: 2 
de la muerte pero: 2 
la soledad y no: 2 
Fue entonces cuando se: 2 
los hijos del coronel: 2 
uno de los primeros: 2 
de los primeros que: 2 
vueltas en redondo. Pero: 2 
Aureliano Buendía era una: 2 
hora de más calor: 2 
que por primera vez: 2 
la gente de Macondo: 2 
matronas de Francia en: 2 
para observar de cerca: 2 
en la estación del: 2 
la estación del ferrocarril: 2 
espectro de José Arcadio: 2 
llegó a Macondo y: 2 
en la mesa mientras: 2 
pero no había conseguido: 2 
sacó de la caja: 2 
caja de herramientas que: 2 
agrónomos hidrólogos topógrafos y: 2 
hidrólogos topógrafos y agrimensores: 2 
el señor Jack Brown: 2 
en la cola del: 2 
tenían algo que ver: 2 
en el otro extremo: 2 
el otro extremo de: 2 
Calle de los Turcos: 2 
de tiro al blanco: 2 
el callejón donde se: 2 
adivinaba el porvenir y: 2 
el porvenir y se: 2 
porvenir y se interpretaban: 2 
y se interpretaban los: 2 
las mesas de fritangas: 2 
mesas de fritangas y: 2 
la visita de míster: 2 
visita de míster Herbert: 2 
los antiguos habitantes de: 2 
hubo que establecer turnos: 2 
se le volvió a: 2 
le volvió a ver: 2 
aun en los tiempos: 2 
la llegada del tren.: 2 
más de un año: 2 
la ruta de los: 2 
permaneció inmune a la: 2 
la impresión de estar: 2 
que ya le daba: 2 
ya le daba a: 2 
le daba a las: 2 
para que se hiciera: 2 
por encima de los: 2 
encima de los convencionalismos: 2 
que se habían quedado: 2 
Era demasiado evidente que: 2 
y que no era: 2 
de que Remedios la: 2 
varias horas después de: 2 
de la casa podía: 2 
el lugar exacto en: 2 
lugar exacto en que: 2 
la orden de que: 2 
a las once de: 2 
las once de la: 2 
once de la mañana: 2 
se echaba agua de: 2 
echaba agua de la: 2 
agua de la alberca: 2 
habría podido pensar que: 2 
podido pensar que estaba: 2 
que de costumbre para: 2 
de modo que cuando: 2 
con los ojos llenos: 2 
los ojos llenos de: 2 
olor de Remedios la: 2 
y muchos de los: 2 
todavía sin usar y: 2 
ahogándose en vómitos de: 2 
se empeñó en que: 2 
de su corazón. Pero: 2 
en el carnaval sangriento: 2 
pidió ayuda a las: 2 
de la casa. Apenas: 2 
de las manos y: 2 
en el instante en: 2 
la única que tuvo: 2 
el aire de los: 2 
de la tarde y: 2 
Remedios la bella había: 2 
a Dios que le: 2 
vuelto a hablar de: 2 
exterminio de los Aurelianos: 2 
a la mañana se: 2 
se había convertido en: 2 
había convertido en un: 2 
que espantaba a los: 2 
y se dio cuenta: 2 
en la índole de: 2 
la índole de los: 2 
índole de los hombres: 2 
del armisticio de Neerlandia: 2 
que el señor Brown: 2 
en el gallinero electrificado: 2 
taller el coronel Aureliano: 2 
a su casa y: 2 
su casa y la: 2 
por el pelo y: 2 
Para el coronel Aureliano: 2 
carga de odio que: 2 
distintos lugares del litoral: 2 
a las siete de: 2 
de máuser que le: 2 
la cruz de ceniza.: 2 
la cerca del patio: 2 
cerca del patio y: 2 
en los laberintos de: 2 
para el coronel Aureliano: 2 
con la muerte de: 2 
la muerte de sus: 2 
no experimentaba un sentimiento: 2 
experimentaba un sentimiento de: 2 
la complicidad del padre: 2 
en la casa con: 2 
de los libros que: 2 
que nadie había vuelto: 2 
y una vez más: 2 
que le quedaba en: 2 
que se le oyó: 2 
van a misa de: 2 
un poco de aquí: 2 
de la espera y: 2 
bandera sucia de sangre: 2 
sucia de sangre y: 2 
de sangre y de: 2 
sangre y de pólvora: 2 
En el aturdimiento de: 2 
de José Arcadio cuando: 2 
la realidad cotidiana se: 2 
y todo lo que: 2 
y las cosas que: 2 
le sobraba tiempo para: 2 
la cuenta de su: 2 
cuenta de su edad: 2 
de su edad y: 2 
por los tiempos de: 2 
la guerra un San: 2 
guerra un San José: 2 
supo a ciencia cierta: 2 
No se lo dijo: 2 
se lo dijo a: 2 
Más tarde había de: 2 
la vergüenza de una: 2 
Fernanda alborotó la casa: 2 
alborotó la casa porque: 2 
su anillo matrimonial y: 2 
sin saber que la: 2 
era cada vez más: 2 
de la casa. Sin: 2 
vida de la casa: 2 
que no había hecho: 2 
el mundo creía ni: 2 
de que el niño: 2 
se estremeció con la: 2 
cola de cerdo y: 2 
que le estaba debiendo.: 2 
era la única que: 2 
en las sombras de: 2 
desde antes de que: 2 
antes de que José: 2 
en casa de Pilar: 2 
casa de Pilar Ternera.: 2 
de José Arcadio se: 2 
se dejó aturdir por: 2 
dejó aturdir por la: 2 
los meses y los: 2 
meses y los años: 2 
al cielo en cuerpo: 2 
cielo en cuerpo y: 2 
en cuerpo y alma: 2 
cuerpo y alma y: 2 
de una vez en: 2 
meter la ropa en: 2 
la ropa en el: 2 
sin derramar una lágrima: 2 
con botones de cobre: 2 
botones de cobre y: 2 
le echaba en la: 2 
echaba en la cabeza: 2 
de la casa un: 2 
a tejer su propia: 2 
ver con la compañía: 2 
Aureliano Segundo se sintió: 2 
casa de la concubina: 2 
era demasiado tarde para: 2 
comía en la casa: 2 
a casa de la: 2 
que al fin y: 2 
con su hermano gemelo: 2 
en las cosas que: 2 
la vida es corta.: 2 
por la ansiedad del: 2 
que cuando Aureliano Segundo: 2 
sino en la cama.: 2 
los asuntos de su: 2 
le había dado la: 2 
cuenta de que a: 2 
de la primera noche: 2 
hasta más allá de: 2 
de charol que él: 2 
charol que él quería: 2 
buscando a alguien que: 2 
a veces se quedaba: 2 
veces se quedaba a: 2 
a comer en familia: 2 
comer en familia como: 2 
de la concubina y: 2 
los ejercicios de clavicordio: 2 
las cartas de sus: 2 
de la tarde a: 2 
penumbra de la sala: 2 
de la sala mientras: 2 
que salió a la: 2 
